tweet,class
طلعني انا كمان من المنشنكل اللي بتفكر فيه جنس ومخدرات الذعر الجنسي ده هو اللي مأثر عليكم,neg
هو بس سؤال رفيع للإخوان: بالنسبة لرجال الأعمال اللي كان رئيسكم بيكلمهم بكل حنية ودلال مش دول برضه الفلول اللي صدعتونا إنهم بيتآمروا عليه؟,neg
#مصر #مرسي #رابعة #مكملين #انتخبوا_العرص محاضرة فى السعودية لتعليم العبودية باسم الدين وفى آخرها سحب على آيباد !!! …,neu
كل #ضحكة من شفاتـك تقلب الدنيا جنون،انت للدنيا بذاتك فوق مالا يعقلون ♯ ♡,pos
العيال الاخوانجية السفلة عاملين مولد لسيادة #المشير #السيسى فى حلوان بالطبلة والصاجات!!,neg
بالصور كارثة عقارية جديدة بالاسكندرية عقار جديد يميل بدرجة 10 سم و يهدد العقارات المجاروة,neg
الجبناء يكذبون علنا احدهم يقول ان العسكر لم يحكموا مصر اخر 60 عاما ويطالب بخضوع مصر للجيش واستشارته فى اى حاجة تخصه,neg
لا أبدا أنا مسرور من كلامك,pos
' عينى عالفوق كتفه هموم جبلين #هندسة ',neg
هل من الممنوع ان يوجه احد انتقادا لقرارت المجلس العسكري الا يكفى العسكري كل هذا النفاق الرخيص في الاعلام الحكومي الثورة تحتاج جولة اخرى,neg
' مش عارف ابتدى مذاكره منين :/ ',neg
' واحد ابن كلب وسخ عقيم بضان .. وقف القطر الله يحرقك اخرتني *-* :/ ',neg
' ماده لما تحتاجها مش هتلاقيها ... ',neg
' بقالي فترة كبيرة مش بتويت والله يا جدعان استحملوني شوية ',neu
المرأة هي سر توازن الحياة وسر جمال الكون ومصدر المحبة والرحمة في هذا العالم كل عام وأنتن أقوى وأجمل وأفضل #يوم_المرأة…,pos
' شكلك وحش اوى .بس انته واشكالك مفيش عندكوا دم. http://t.co/B0Vs9XrOtf ',neg
ضيف الجزيرة القادم من الاهرام مثل كل مؤيدى الانقلاب قطعية واحدة هى هى نفس الغباوة والبجاحة والوقاحة,neg
#اوعى_تنسى عاشوا رجاله وماتوا اسود :(,pos
يارب يا احمد يا ابن سمير يجيلك زهايمر انت و صلاح سليمان و هانى سعيد علشان تنسو نادى الزمالك ده يين و منشوفش وش اللى جبوكو تانى #زملكاوى,neg
' الصدمات بتخليك تنشف كده ',neu
بنات عمارة انت الامل فى العيون #بنات_هندسة,pos
يجب على كل ابناء #الزمالك مساندة ميدو ودعمه بشكل كبير ميدو استطاع تغير اشياء كثيرة داخل النادى موجوده منذ زمن بعيد قوي,pos
اسمي ميشيل وانا سكرتير دعلاء وبأنقله تويتات المديح والتأييد والنقد العنيفاما الشتائم المبعوتة من الفلول او المتطرفين بارميها في الزبالة,neu
' احناا محدش يعلة عليناا..بس كدة وصلت..شكراا ',neg
"احضن اللى بتحبه "" بكلامك "" ^_^ ! - قوله كلمة حلوة #فجأة :"") !",pos
' هوة مش كدا مؤمن خلاص مبقاش تباعنا والمفرود ميلعبش ماتش دمنهور ؟ ',neu
هذا الإعلان لصالح مجموعة وسيعرض بالفواصل في رمضان ان شاء الله صوره من الإعلان # #رمضان,neu
رجل أكرمه الله بمصاهرة أكرم خلقه مرتين زهد في أمواله وتجارته طمعاً في مرضاة الله كانت الملائكة تستحي منه #عثمان_بن_عفان,pos
ابو الفتوح علي التحرير الان حوار قوي جدا #,pos
الثائر الحر #عصام_سلطان معتقل في سجون الانقلاب عصام سلطان مش رقم #انا_مش_رقم,neu
' يارب انا عاوز نعمة الصبر..بس بسرعة. #cpd ',neu
' للمحجبات ! http://t.co/al1HCjq7Vb ',neu
' #نقطة_ضعف_الشاب العيون الجميلة... ',pos
لا ولن أوظف أبدا عمل الخير للانتخابات أو السياسة دعوت للتبرع للخير قبل رمضان واستخدمت تويتر وفيسبوك كوسيلة للتواصل وليس لمغازلة مصر الجديدة,neu
"اللي متصور إن حل مشكلة الصحافة الحكومية بإنك تجيب حتى ملايكة رؤساء تحرير يبقى غلطانوالدليل كتاب صباح حمامو: يوميات ""صوحفية"" في الأهرام",neg
#اسكندرية : محطة الرمل زمان أو دلوقت دايما جميلة :),pos
حينما ينتصر الشعب ويشرق شمس الحرية بعد هذه الغيوم الانقلابيه يمكن ان يسترد ما سرق من #ثورة_يناير,neu
اعلام العار خيرى وباسم ولميس ركزوا سخريتهم ان مرسي نحس انهارده الاتقلاب ما بيفوتش وكل يوم مصيبة اكبر من الى قبله,neg
أمي ️ ليس لها يوماً مُحدد !! أمي كُل الآيام لها  #عيد_الأم,pos
' #MinaAtta توصل بالسلامة ياقبطان مصر شرفتنا باخلاقك يافارس : مينا عطا #مينا_فخر_العرب #MinaAtta http://t.co/HmVFsdiiUL ',pos
' @RaNa_Z1911 ولا بيفرق اي حد الكاميرات عليه بيتكلم ويقول ويعيد ويرجع يكدب والاعلام لمؤاخذه بيعرض عليه :/ ',neg
"هزة وسط ""#صافيناز"" بـ 110 آلاف جنيه يلعن ابو التعليم",neg
' @hh30247781   آنرتِي #سمآئي #مساائي .. وبآقآتْ آلآمتنآنْ لِ مُروركِ آلَمُشرفْ ولك مني باقة ورد هي سلامي ',pos
"' """"""مفيش مُتابعه الشهر ده ولا الشهر اللى جاى ، و ياريت متتعولقش اكتر من كده"""""""" '",neg
شعب مصر الالفية واع وشجاع ولا يخدعه الاعلام ليس هو شعب جمال عبد الناصر الذى خدعوه بهيكل واعلامه,neu
إوعي تفرطي في الدورارات اللي معاكيعشان نهضة خيرت الشاطر العظيمة هتمرمط الجنيه وملايين الدورارات هتأمن مستقبلك,neu
حظ العوالم ! :) #الاهلي_الافريقي,neg
الصفحة الرسمية لصناع الحياة مصر تهنئكم بقدوم عيد الفطر المبارك كل عام وانتم بخير,pos
' يارب نعوذ بك من علم لا ينفع ومن قلب لا يخشع  ومن نفس لا تشبع ',pos
ضد الفساد مع باسم #ثورة_25_يناير #باسم_رئيسا_لمصر #انتخبوا_العرص,neu
' @awadrashwan كذاب ياهو بولي سارق الموبايل ثانا راقد ',neg
' القبطااان منور الترند  #minatta  مينا عطا http://t.co/6ETsdbt9nk ',pos
"عدم السماح لغير المنتمين الازهر الشريف اعتلاء منابر المساجد ""كفاية عك"" #في_حاجة_صح",neu
واهو كل واحد يعمل اللي يريحو ;) #عمرو #سنة_بيضا #خرة_علي_دماغي,neu
7_ انا عاوزة احرق #أماني_الخياط بالغاز !,neg
اعلام العار ينكر الشمس وانقلاب العار يطفئ الشمس وشباب مصر الحر سيضيئ الشمس,neu
"' ""\"""" #تويوتا\"""" يمكن أن تزود موديل \""""لكزس أل أس\"""" بمحرك هيدروجيني   للمزيد   http://t.co/H9I6tknQ7o http://t.co/ukrAyG6vr5 '",neu
#أوسكار : لقد امضيت سنتان مميزتان حتى الأن، و أريد أن استمر في اللعب هنا لسنوات عديدة مثل تيري ولامبارد,pos
استمرار تطور وتجديد كوادر التنظيم المسلح لجماعة الإخوان الإرهابية #السادة_المحترمون …,neg
' @DrBassemYoussef عندك حق يا دكتور ومن بجاحتهم محدش اعتذر المفروض كل من ساهم في الكدب ده وعشم المرضي يتحاسبو ',neg
عايز تعرف دي ثورة ولا انقلاب ! شوفت قيادات الوطنى لحظة القبض عليهم وهما بيغطوهم بملايات ! طب شوفت قيادات الإخوان وهما بيب…,neg
عادي الدكتوره تجي متاخره ثلث ساعه  بس مو عادي الطالبه تتأخر ٥ دقايق #عشنا_وشفنا,neg
شكرًا يا دكتوره هبه,pos
' محمد ابراهيم راح الاهلي بجد؟ ',neu
اعلام العار يكذب كالعادة لتشويه صورة الرئيس مرسي مسئولو السجن يؤكدون انه لم يطلب أى ميزة او استثناء دع الكلاب تنبح,neg
#اكتب_رساله_لشخص_دون_ذكر_اسمه الحياة ي صاحبي أجمل من بشاعة الحزن لا تحزن ابتسم وتفائل دائما ، وكن على يقين لن يصيبنا إلا …,pos
دعبد المنعم أبو الفتوح ( التعدديه اثراء وتنوع واكثر فائده للمجتمعالتعدديه مطلوبةوهى ليست انقسام وفرقة),neu
"الفراشة رغم جمالها فهي ""حشرة "" والصبار رغم قسوته فهو ""زهرة"" لا تحكم علي الناس من أشكالهم بل أحكم عليهم بما تحتويه قلوبهم",neu
' @shoroukki هو فيه شاب بيلبس بنطلون  احمرعيب اوووووووووووووووووووووووي ',neg
انصار الحرية والديمقراطية فى اوروبا وضعوا الشجاعة قبل اى شيئ اخر ناد ايطالي ينتظر موقف الانقلاب من عبد الظاهر,neu
الفرد هو الركيزة الأساسية التي تقوم عليها عملية التغيير والإصلاح والتي و إن بدت صعبة إلا أنها ليست مستحيلة ، بل,neu
"' """"""@mankosheh يا مسكينه بعينك الله ، معك وقت تنامي اقرأي المعوذات ونامي"""""""" '",pos
"' ""#المصدر  بروتوكول تعاون لدراسة \""""الموت المفاجىء\"""" للرياضيين  للمزيد :http://t.co/gHLcdToRUn http://t.co/D3YSgQ7VFB '",neu
