tweet,class
مجلس عسكري وحكومة غير قادرين على حماية مرشح رئاسي بارز ناهيك عن توفير الأمن في البلاد هما المشكلة وليس الحل,neg
ماشي أيضا مرة من أجل خاطر رودينا فولورز رودينا هيحتلو التريند,pos
مرحبا بك,neu
البرادعي مواقفه أنضف بكثير من بتوع أكبر قيادي إخواني أو سلفي هذا تاريخ وغير هتعرفوا تغيروه الرجل ما بيريلي على الكرسي,neu
أليسا النجمة الأولى عربيا على أنغامي لعام وكليبها حب كل حياتي يحقق أكثر من مليون مشاهدة,neu
تم العلم,neu
ذكرى استعادة سيناء ستمثل عيدا للعسكرية والدبلوماسية المصرية,pos
إلى كل من يعتقد أن الثورة المصرية قد انحسرت أو انتهت إلى كل من يحلو له ترديد أن الثورة لم تغير الناس,neu
عادة الناس الذين بيتكلموا عن الفضيلة غير بيملكوها,neg
رب دعاء خالص صادق ترفعه إلى السماء يجلب لك الخير ويأتي بفرج ويزيل الهم يا رب,pos
باسم طلع حرامي عاشق مصر,neu
غير عارفة الصراحة معرفتش أنام,neu
بيتنا أن شاء الله غير سنغيره شيرين يحيى,neu
علم في المتكلم يصبح ناسي وناقش في الإخواني يفضل ضاني من فقرات تلك الأمثال في المعصرة,neg
وأنت بالصحة والسلامة وسنة عزة ونصر على الجيش المصري إن شاء الله,pos
محمد السيف ليفربول بيمحطونك عدل اليوم تحرش,neu
مرة واحد مراته عقدها التي بتحبه اتقطع فسهر طول الليل يلم في حباته من أجل تزعلش سيدنا النبي السيدة عائشة الحب,pos
هو الله الخالق البارئ المصور له الأسماء الحسنى يسبح له ما في السماوات والأرض وهو العزيز الحكيم الحشر,neu
الوقت والاهتمام هما أجمل وأثمن شيء قد تهديه لشخص تحبه,pos
مولانا التيس,neg
شكرا لدعمك,pos
أنا بحب أخويا,pos
ديما نقوللكم فيه ناس من كثر الاكتئاب لعندهم يتمنوا لو أنهم انخلقوا حيوانات ما حد صدقني,neg
زمان الواحد كان نفسو يكبر من أجل يشتغل ويصرف على نفسه ويتجوز الآن الواحد نفسه يكبر من أجل يعرف يحضر ماتش الكورة للجماهير,neu
هو عامة أهلاوي ولازملكاوى هو إعلامي حسن فشخ,pos
وإنما الأمم الأخلاق ما بقيت فإن همو ذهبت أخلاقهم ذهبوا خلق جميل خلق جميل,pos
يا حلم الله ما حلو ورائع جدا استمري,pos
ربنا موجود,pos
كان صلى الله عليه وسلم يحب الطيب والرائحة الحسنة وكان لا يسلك طريقا فيتبعه أحد إلا عرف أنه قد سلكه من طيب عرفه نشر سيرته,pos
المشغول بك سيصنع وقتا من أجلكقلب والمشغول عنك سيستغل أي حدث لينصرف عنك,neu
صباح باشا يا باشا على كل واحد مستنينا,pos
أنا ادعوا دائما بالرحمة للجميع ولا يعجبني أداء وزير الداخلية خاصة أنه موجود من أيام الإخوان المجرمين ولا توجد لديه رؤية,neu
مصنع الرجال وعرين الأبطال صدعوا بكلمة الحق وجاهدوا بالنفس والمال تعظيم سلام للإخوان المسلمين حسن البنا,pos
عن يوم حلو مع ناس بتحبهم عمرك ما هتقدر تنساه ツ,pos
أصدق مافي تاريخ حسنين هيكل هو عمله من أجل قطر وعلاقته بأمير قطر,neu
الفراج يشن هجوم بطريقة قذرة على اتحاد منتخب ويتحدث عن العدالة ويبرر العنصرية فلول أكشن يا دوري,neg
سامي الجابر يتحمل كل شيء لأنه أعطى الصلاحية كاملة مين يختار اللعيبة والتشكيلة ومين يضع التكتيك إذا كان فيه تكتيك,neg
الجيش يطلق التنوير بجزيرة الرمادي بعد مواجهات عنيفة مع الثوار,pos
ي قلب لا تعشق مليحا واحدا تحتار فيه تدللا وتذللا وأهوى الملاح جميعهم تلقاهم أن صد هذا كان ذلك مقبلا بالعربي أقلب فندق هه,neu
خلصت الريبورت,neu
طيب واحد بيج تيستي,neu
لماذا فقط أنا غير عارفة أحل هال معقولة سهل,neg
أنا ضد أنا يكون نائبي امرأة أو مسيحي من أجل دعاية انتخابية ولكن سيتم اختيار الأكفأ في كل مجال سواء,neg
مؤتمر حزب العدل لدعم حمدين صباحي رئيسا لمصر حمدين صباحي مشروعي هو قيام دولة مدنية خالية من الفساد,neu
أم حامد أبو حامد الأخت إلى بتبوس أيد البابا بتهاجم وزير الداخلية وبتهدده بإمارة أيه يا بطوطة,neg
قبائل على بالمنطقة الغربية ممتدة لداخل العمق الليبي ومتعاطفين مع الإسلاميين ولم يا يدوا مبارك أو العسكر بعد ثورة يناير ويمكن أن يلعبوا دور,neu
أماني الخياط هذه المصريين متبرعين منها أصلا ولا حد هنا بيتشرف بها أساسا,neg
المجد للمبتسمين صباحا,pos
الفيفا رفض استئناف برشلونة وكدا يبقى برشلونة غير هتعرف تشتري أي لاعب في,neu
أنا أردني وأفتخر ببلادي,pos
النادي الأهلي هو النادي الرسمي للدولة المادة لأولى,pos
أنا حزين مرض نفسي قاتل ربما يردئ بحالك إلى حياة بائسة جدا ف أحذر منها لأن الإيجابية حتى لو كان الحزن على قلبك لابد,neg
في حكم مرسي حظت مصر باحترام عالمي في الانقلاب تحول العالم لعزلتها إعلامنا مرسي أساء لمكانة مصر,neu
الإعلامي الجميل خيري رمضان نطلب من حضرتك استضافة الموهوب مينا عطا فهو موهبة تستحق الدعم ولك منا جزيل الشكر مقدما,pos
الخبر المتداول الآن عن موضوع الطعن والهجوم غير صحيح,neg
الامبالاه,neg
غودوني وعلموني هواك,pos
أبني تهدي للبر أشد للغريق تشذي,neu
الدنيا جارحة ومتعبة وناس بتذاكر متعذبة,neg
خاص مصادر خاصة لرصد الرئيس محمد مرسي سيتحدث في كلمة للشعب أمام المحكمة بقضية الاتحادية والمقررة يوم الثلاثاء ديسمبر,neu
أدى التي ف بالي بالملي قمر ومن السما نزلي,pos
اكتبي أنت أنت الأول بالبحث عن فضائح بلدك,neg
يسكن قلبي خوف ووجع,neg
الحقيقة بدت مثل الخيال هو عدوى وإذكا حبيب كل ماقفيت ناداني تعال لذة الحب في الشيء القليل,pos
وفي بداية صباحي أسألك إلهي أن يكتمل يومنا بلا قهر ولا تعب ولا هم ولا قلق ولا حزن ولا خذلان نصبح بك ومعك وبك أصبحنا يا رحيم,pos
ﻋ ﻨ ﺪ ﻣ ﺎ ﺗ ﺘ ﻌ ﺮ ﻯ ﺍ ﻷ ﺷ ﺠ ﺎ ﺭ ﻣ ﻦ ﻭ ﺭ ﻗ ﻬ ﺎ ﺃ ﻣ ﺎ ﻡ ﺍ ﻟ ﻤ ﻸ ﻳ ﻜ ﻮ ﻥ ﻣ ﺼ ﻴ ﺮ ﻫ ﺎ ﺣ ﻄ ﺒ ﺎ ﻟ ﻨ ﺎ ﺭ ﺗ ﻮ ﻗ ﺪ ﺑ ﺎ ﻟ ﺪ ﻧ ﻴ ﺎ,neg
الغريب في يوسف الحسيني أنه بينتقد ياسر برهامي وهو أكبر برهامي أنا شفته في حياتي مصر,neg
أنت أعلم يا الله,pos
أي امرأة تصنع الحب والإيثار والاهتمام والعطف والحنان مؤهلة أن تصبح أم مثالية حتى لو كانت مارلين مونرو فيفي عبده الأم المثالية,pos
العشرة غير هانت هذه اتهانت,neg
أنا ملآنة,neg
روز اليوسف تحقيق الزميل رضا رفعت كوارث استخدام الفحم في مصر أوقفوا الفحم,neg
ثم إني أتوه إذا نظرت لعينيك رغما عن ثباتيقلب,pos
